web-scraper-order,web-scraper-start-url,more-button,professor link,professor link-href,Review-Body,Date,Course-Name,For-Credit,Attendance,Take-Again,Grade,Textbook,Quality,Difficulty,more-ratings
"1714780880-1074","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","While she is a nice person, her teaching style is very disorganized and scattered at best.  This class is also almost worthless, you learn virtually nothing in this course. Don't recommend this class unless it is a requirement for you. Powerpoint heavy and long, boring lectures.","May 31st, 2016","BIS240","For Credit: Yes","Attendance: Mandatory","Would Take Again: No","Would Take Again: No","Textbook: No","Quality2.0","1.0",""
"1714780880-1075","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","I thought Rivera was great! I took her for Inderdisciplinary Inquiry which was her first time teaching. We focused on Ethnography and I thought she did a great job. I liked not having the class TOO structured because she let us feel out the assignments and would move back due dates accordingly. I enjoyed the chill atmosphere and would take again!","Feb 18th, 2015","BIS410","For Credit: Yes","Textbook: Yes","","","","Quality3.5","2.0",""
"1714780880-1076","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","Professor often seemed aloof, and directions were rarely clear. Organization was a constant issue with readings not linked properly and video links lost. Platitudes were more important than practices.  Entire classes passed without meaningful information. The readings that were there were largely repetition. Tough for someone who wanted to learn.","Feb 18th, 2015","BIS240","For Credit: Yes","Textbook: No","","","","Quality1.5","3.0",""
"1714780880-1077","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","I learned a lot that I will immediately be able to use in a sustainability career. A practical and applicable class with real world problem solving.  Definitely you get what you put into her class. Maybe a little more organized would be my only suggestion, but it was a first run so bravo for sure!","May 16th, 2014","BIS374","Textbook: Yes","","","","","Quality4.0","2.0",""
"1714780880-1078","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","A very kind person and I enjoyed her lectures. Lots of busy work when there should have been at least one test. There's no test because you don't learn anything - lots of random readings. Don't be deceived by her instructions: she expects long enthusiastic multi-paragraph w/quotes answers for each question she asks on assignments for full points.","Mar 22nd, 2014","BIS240","Attendance: Mandatory","Textbook: No","","","","Quality3.0","3.0",""
"1714780880-1079","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","Ugh!  If you like school and sustainability and life in general, avoid this course.  Ugh.  You will get no support from the professor and she will waste your time and make you want to die.  Avoid.  Especially if you care about school.","Mar 12th, 2014","BIS240","Attendance: Mandatory","Grade: Rather_Not_Say","Textbook: No","Textbook: No","","Quality1.0","2.0",""
"1714780880-1080","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","The class is not structured for teaching; she values opinions over academic rigor. She can be summed up in another's words: ""Try no to go with this professor unless you absolutely have to have a Natural Worlds credit.""","Feb 13th, 2014","BIS240","Attendance: Mandatory","Grade: A+","Textbook: No","Textbook: No","","Quality1.0","1.0",""
"1714780880-1081","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","Seems to make up stuff as she goes along. Does NOT know what she is talking about, Not knowledgeable whatsoever. EXTREMELY unorganized and unclear. Lots of busywork. The 4hr class easily could’ve taken 2 hours. WASTES time. Learned nothing. VERY boring. She does ruin the topic as people have said. Assigns lots of reading. Worst experience at UWB.","Nov 23rd, 2013","BIS396","Textbook: Yes","","","","","Quality1.0","4.0",""
"1714780880-1082","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","Try no to go with this professor unless you absolutely have to have a Natural Worlds credit.","Jun 5th, 2013","BIS200","Textbook: Yes","","","","","Quality2.0","5.0",""
"1714780880-1083","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","Avoid if possible. The amount you learn in this class peaks at week 2-3. Every lecture after that is the same thing you learn from those first few weeks and/or common sense. She's unorganized, lacks enthusiasm, and seems to make up the course as she goes. I took it as a 4-hour block and the amount done in that class could've been fit into 2 hours.","Apr 8th, 2013","BIS240","Textbook: No","","","","","Quality1.5","3.0",""
"1714780880-1084","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","Do yourself a favor and do NOT take this class with Rivera. UWB needs more options for this class. I have not learned one thing out of her lectures and she assigns an unreasonable amount of homework and does not keep up on the grades at all. Two weeks left in the quarter and still no grades from the first few weeks. Don't take this class!","Mar 6th, 2013","BIS240","Textbook: No","","","","","Quality1.5","4.0",""
"1714780880-1085","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","I thought I'd give this teacher a try regardless of comments on here. I hate to say it-nice person, but terrible teacher. She teaches with old power points from previous years and has no idea what she is doing/saying. I was excited to learn something about sustainability and haven't learned a thing from her. She should not be a professor.","Feb 9th, 2013","BIS240","Textbook: No","","","","","Quality2.0","4.0",""
"1714780880-1086","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","Special Topics: Consumption and Sustainability. Discussion based class.  Extremely nice and super laid back. Still working on improving her teaching style. Extremely helpful when you ask for help.","Mar 16th, 2011","BIS393","Textbook: Yes","","","","","Quality5.0","1.0",""
"1714780880-1087","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","Worst teacher I have had at UWB. hands down. she's non negotiable. made us do busy work during finals week. no laptops but would go too fast during PP presentations for hand written notes. when asked, she did not slow down. unorganized! extremely rude. there is no way she should be teaching college level classes. she needs to be fired immediately.","Jun 7th, 2010","BIS240","Textbook: No","","","","","Quality1.5","4.0",""
"1714780880-1088","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","absolutely incompetent teacher, her skills are more suited for jr high school. Unwilling to provide help. Uses personal excuses to explain her professional inadequacies. do your GPA a favor and do not take this class, her guidelines are unreasonable for busy college students. Somehow managed to completely ruin my taste for this topic.","Jun 7th, 2009","BIS305","Textbook: Yes","","","","","Quality1.0","4.0",""
"1714780880-1089","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","This professor is the biggest pushover.  She never gets assignments back with grades for weeks after it is due.  She uses the excuse that she has a baby and doesn't have time.  She won't reply to emails in a timely fashion.  Very unorganized and doesn't know what she is doing.  This class could have been much better, but she ruined it.","Jun 5th, 2009","BISS305","Textbook: Yes","","","","","Quality2.0","4.0",""
"1714780880-1090","https://www.ratemyprofessors.com/search/professors/4466?q=*","","QUALITY2.733 ratingsRebeca RiveraEnvironmental ScienceUniversity of Washington45% would take again 2.9 level of difficulty","https://www.ratemyprofessors.com/professor/1103323","I have 3.9 gpa & this was my worst experience in a Univ. class. The irresponsibility of responding to student communications (email) is a disgrace to this small satellite college of UW. Most instructors here beg us to communicate via email.She always has excuses-last yr it was that she was pregnant, last qtr she has an infant, now what? Fire her!","Apr 19th, 2009","BIS393","Textbook: No","","","","","Quality2.0","4.0",""
